SPECIES_CODE,SCI_NAME,PRIMARY_COM_NAME,PRI_COM_NAME_INDXD,AUTHORITY_CODE,AUTHORITY_VER,TAXON_ORDER,SPARSE_REPORT_AS,REPORT_AS,CATEGORY,ORDER1,FAMILY,EXTINCT,EXTINCT_YEAR,TAXON_CODE
whtsta1,Coeligena phalerata,White-tailed Starfrontlet,"Starfrontlet, White-tailed",EBIRD,2017.02,8764.4,,whtsta1,species,Caprimulgiformes,Trochilidae (Hummingbirds),0,,TC004060
viotro2,Trogon violaceus,Guianan Trogon,"Trogon, Guianan",EBIRD,2017.02,9384,,viotro2,species,Trogoniformes,Trogonidae (Trogons),0,,TC004338
jamtod1,Todus todus,Jamaican Tody,"Tody, Jamaican",EBIRD,2017.02,9495,,jamtod1,species,Coraciiformes,Todidae (Todies),0,,TC004372
nstspa,Ammodramus nelsoni,Nelson's Sparrow,"Sparrow, Nelson's",EBIRD,2017.02,29508,,nstspa,species,Passeriformes,Passerellidae (New World Buntings and Sparrows),0,,TC011249
nswowl,Aegolius acadicus,Northern Saw-whet Owl,"Owl, Northern Saw-whet",EBIRD,2017.02,7602,,nswowl,species,Strigiformes,Strigidae (Owls),0,,TC003593
kingfi1,Alcedinidae sp.,kingfisher sp.,kingfisher sp.,EBIRD,2017.02,9949,,kingfi1,spuh,Coraciiformes,Alcedinidae (Kingfishers),0,,TC004492
carela1,Elaenia martinica,Caribbean Elaenia,"Elaenia, Caribbean",EBIRD,2017.02,13922,,carela1,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC005952
oahama,Chlorodrepanis flava,Oahu Amakihi,"Amakihi, Oahu",EBIRD,2017.02,30863.14,,oahama,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",0,,TC011848
olispa,Arremonops rufivirgatus,Olive Sparrow,"Sparrow, Olive",EBIRD,2017.02,29537,,olispa,species,Passeriformes,Passerellidae (New World Buntings and Sparrows),0,,TC011127
olomao,Myadestes lanaiensis,Olomao,Olomao,EBIRD,2017.02,24533,,olomao,species,Passeriformes,Turdidae (Thrushes and Allies),0,,TC009425
omao,Myadestes obscurus,Omao,Omao,EBIRD,2017.02,24536,,omao,species,Passeriformes,Turdidae (Thrushes and Allies),0,,TC009426
orcori,Icterus spurius,Orchard Oriole,"Oriole, Orchard",EBIRD,2017.02,30338.06,,orcori,species,Passeriformes,Icteridae (Troupials and Allies),0,,TC011534
oripra,Glareola maldivarum,Oriental Pratincole,"Pratincole, Oriental",EBIRD,2017.02,4237,,oripra,species,Charadriiformes,Glareolidae (Pratincoles and Coursers),0,,TC002156
orsowl,Otus sunia,Oriental Scops-Owl,"Owl, Oriental Scops-",EBIRD,2017.02,7138,,orsowl,species,Strigiformes,Strigidae (Owls),0,,TC003438
osprey,Pandion haliaetus,Osprey,Osprey,EBIRD,2017.02,2376,,osprey,species,Accipitriformes,Pandionidae (Osprey),0,,TC001205
ou,Psittirostra psittacea,Ou,Ou,EBIRD,2017.02,30862.66,,ou,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",0,,TC011838
palbun,Emberiza pallasi,Pallas's Bunting,"Bunting, Pallas's",EBIRD,2017.02,30108,,palbun,species,Passeriformes,Emberizidae (Old World Buntings),0,,TC011368
parake,Psittaciformes sp. (parakeet sp.),parakeet sp.,parakeet sp.,EBIRD,2017.02,11592.55,,parake,spuh,Psittaciformes,,0,,TC003062
parauk,Aethia psittacula,Parakeet Auklet,"Auklet, Parakeet",EBIRD,2017.02,4262.69,,parauk,species,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",0,,TC002384
parjae,Stercorarius parasiticus,Parasitic Jaeger,"Jaeger, Parasitic",EBIRD,2017.02,4262.1,,parjae,species,Charadriiformes,Stercorariidae (Skuas and Jaegers),0,,TC002350
paspig,Ectopistes migratorius,Passenger Pigeon,"Pigeon, Passenger",EBIRD,2017.02,4809.5,,paspig,species,Columbiformes,Columbidae (Pigeons and Doves),1,1914,TC002546
pecpip,Anthus gustavi,Pechora Pipit,"Pipit, Pechora",EBIRD,2017.02,27655,,pecpip,species,Passeriformes,Motacillidae (Wagtails and Pipits),0,,TC010409
peflov,Agapornis roseicollis,Rosy-faced Lovebird,"Lovebird, Rosy-faced",EBIRD,2017.02,11588.16,,peflov,species,Psittaciformes,Psittaculidae (Old World Parrots),0,,TC002970
phaino,Phainopepla nitens,Phainopepla,Phainopepla,EBIRD,2017.02,27755,,phaino,species,Passeriformes,Ptiliogonatidae (Silky-flycatchers),0,,TC010459
picoid,Picoides sp.,Picoides sp.,Picoides sp.,EBIRD,2017.02,11200,,picoid,spuh,Piciformes,Picidae (Woodpeckers),0,,TC004968
pingro,Pinicola enucleator,Pine Grosbeak,"Grosbeak, Pine",EBIRD,2017.02,30864.26,,pingro,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",0,,TC011667
pinwar,Setophaga pinus,Pine Warbler,"Warbler, Pine",EBIRD,2017.02,27933,,pinwar,species,Passeriformes,Parulidae (New World Warblers),0,,TC010540
lesela1,Elaenia chiriquensis,Lesser Elaenia,"Elaenia, Lesser",EBIRD,2017.02,13955,,lesela1,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC005968
poouli,Melamprosops phaeosoma,Poo-uli,Poo-uli,EBIRD,2017.02,30862.03,,poouli,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",0,,TC011877
lotkoe1,Urodynamis taitensis,Long-tailed Koel,"Koel, Long-tailed",EBIRD,2017.02,6927,,lotkoe1,species,Cuculiformes,Cuculidae (Cuckoos),0,,TC003268
blhcou2,Centropus monachus,Blue-headed Coucal,"Coucal, Blue-headed",EBIRD,2017.02,6830.5,,blhcou2,species,Cuculiformes,Cuculidae (Cuckoos),0,,TC003322
coccyz1,Coccyzus sp.,Coccyzus sp.,Coccyzus sp.,EBIRD,2017.02,6925,,coccyz1,spuh,Cuculiformes,Cuculidae (Cuckoos),0,,TC003351
ausgro1,Tyto longimembris,Australasian Grass-Owl,"Owl, Australasian Grass-",EBIRD,2017.02,6974,,ausgro1,species,Strigiformes,Tytonidae (Barn-Owls),0,,TC003378
sansco1,Otus collari,Sangihe Scops-Owl,"Owl, Sangihe Scops-",EBIRD,2017.02,7108,,sansco1,species,Strigiformes,Strigidae (Owls),0,,TC003424
versco4,Megascops guatemalae roraimae,Vermiculated Screech-Owl (Roraima),"Owl, Vermiculated Screech- (Roraima)",EBIRD,2017.02,7214,vesowl,vesowl,issf,Strigiformes,Strigidae (Owls),0,,TC003467
nighth1,Chordeiles sp.,nighthawk sp.,nighthawk sp.,EBIRD,2017.02,7787,,nighth1,spuh,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),0,,TC003657
prowar,Protonotaria citrea,Prothonotary Warbler,"Warbler, Prothonotary",EBIRD,2017.02,27783,,prowar,species,Passeriformes,Parulidae (New World Warblers),0,,TC010558
vauswi1,Chaetura vauxi vauxi,Vaux's Swift (Vaux's),"Swift, Vaux's (Vaux's)",EBIRD,2017.02,8098,vauswi,vauswi,issf,Caprimulgiformes,Apodidae (Swifts),0,,TC003794
pterod,Pterodroma sp.,Pterodroma sp.,Pterodroma sp.,EBIRD,2017.02,1780,,pterod,spuh,Procellariiformes,Procellariidae (Shearwaters and Petrels),0,,TC000828
purswa,Porphyrio sp. (swamphen sp.),swamphen sp.,swamphen sp.,EBIRD,2017.02,3572,,purswa,spuh,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",0,,TC001790
rebmer,Mergus serrator,Red-breasted Merganser,"Merganser, Red-breasted",EBIRD,2017.02,561,,rebmer,species,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",0,,TC000340
reccar,Paroaria coronata,Red-crested Cardinal,"Cardinal, Red-crested",EBIRD,2017.02,28193.1,,reccar,species,Passeriformes,Thraupidae (Tanagers and Allies),0,,TC011089
recpar,Amazona viridigenalis,Red-crowned Parrot,"Parrot, Red-crowned",EBIRD,2017.02,11589.73,,recpar,species,Psittaciformes,Psittacidae (New World and African Parrots),0,,TC003155
recwoo,Picoides borealis,Red-cockaded Woodpecker,"Woodpecker, Red-cockaded",EBIRD,2017.02,11184,,recwoo,species,Piciformes,Picidae (Woodpeckers),0,,TC004959
redbis,Euplectes orix,Southern Red Bishop,"Bishop, Southern Red",EBIRD,2017.02,31682,,redbis,species,Passeriformes,Ploceidae (Weavers and Allies),0,,TC012024
reebun,Emberiza schoeniclus,Reed Bunting,"Bunting, Reed",EBIRD,2017.02,30112,,reebun,species,Passeriformes,Emberizidae (Old World Buntings),0,,TC011369
reevir,Vireo olivaceus,Red-eyed Vireo,"Vireo, Red-eyed",EBIRD,2017.02,17850,,reevir,species,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",0,,TC007408
renpha,Phalaropus lobatus,Red-necked Phalarope,"Phalarope, Red-necked",EBIRD,2017.02,4137,,renpha,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),0,,TC002122
rensap,Sphyrapicus nuchalis,Red-naped Sapsucker,"Sapsucker, Red-naped",EBIRD,2017.02,10938,,rensap,species,Piciformes,Picidae (Woodpeckers),0,,TC004891
rensti,Calidris ruficollis,Red-necked Stint,"Stint, Red-necked",EBIRD,2017.02,4058,,rensti,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),0,,TC002048
retloo,Gavia stellata,Red-throated Loon,"Loon, Red-throated",EBIRD,2017.02,1561,,retloo,species,Gaviiformes,Gaviidae (Loons),0,,TC000673
retpip,Anthus cervinus,Red-throated Pipit,"Pipit, Red-throated",EBIRD,2017.02,27660,,retpip,species,Passeriformes,Motacillidae (Wagtails and Pipits),0,,TC010412
revbul,Pycnonotus cafer,Red-vented Bulbul,"Bulbul, Red-vented",EBIRD,2017.02,21485.203,,revbul,species,Passeriformes,Pycnonotidae (Bulbuls),0,,TC008472
rewbla,Agelaius phoeniceus,Red-winged Blackbird,"Blackbird, Red-winged",EBIRD,2017.02,30339,,rewbla,species,Passeriformes,Icteridae (Troupials and Allies),0,,TC011453
roahaw,Rupornis magnirostris,Roadside Hawk,"Hawk, Roadside",EBIRD,2017.02,2921,,roahaw,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",0,,TC001421
rocsan,Calidris ptilocnemis,Rock Sandpiper,"Sandpiper, Rock",EBIRD,2017.02,4071,,rocsan,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),0,,TC002063
rocwre,Salpinctes obsoletus,Rock Wren,"Wren, Rock",EBIRD,2017.02,20884.1,,rocwre,species,Passeriformes,Troglodytidae (Wrens),0,,TC008310
rosfin,Leucosticte sp.,rosy-finch sp.,"finch, rosy- sp.",EBIRD,2017.02,30864.59,,rosfin,spuh,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",0,,TC011660
rosgoo,Anser rossii,Ross's Goose,"Goose, Ross's",EBIRD,2017.02,259,,rosgoo,species,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",0,,TC000108
rosgul,Rhodostethia rosea,Ross's Gull,"Gull, Ross's",EBIRD,2017.02,4292,,rosgul,species,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",0,,TC002192
rudduc,Oxyura jamaicensis,Ruddy Duck,"Duck, Ruddy",EBIRD,2017.02,567,,rudduc,species,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",0,,TC000346
rudshe,Tadorna ferruginea,Ruddy Shelduck,"Shelduck, Ruddy",EBIRD,2017.02,326,,rudshe,species,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",0,,TC000161
rugdov,Columbina talpacoti,Ruddy Ground-Dove,"Dove, Ruddy Ground-",EBIRD,2017.02,4990.14,,rugdov,species,Columbiformes,Columbidae (Pigeons and Doves),0,,TC002550
ruqdov,Geotrygon montana,Ruddy Quail-Dove,"Dove, Ruddy Quail-",EBIRD,2017.02,4990.335,,ruqdov,species,Columbiformes,Columbidae (Pigeons and Doves),0,,TC002600
rusbla,Euphagus carolinus,Rusty Blackbird,"Blackbird, Rusty",EBIRD,2017.02,30416,,rusbla,species,Passeriformes,Icteridae (Troupials and Allies),0,,TC011477
ausrai1,Rallus antarcticus,Austral Rail,"Rail, Austral",EBIRD,2017.02,3409,,ausrai1,species,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",0,,TC001726
blacra1,Zapornia flavirostra,Black Crake,"Crake, Black",EBIRD,2017.02,3502,,blacra1,species,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",0,,TC001753
sunlap1,Vanellus macropterus,Javan Lapwing,"Lapwing, Javan",EBIRD,2017.02,3833,,sunlap1,species,Charadriiformes,Charadriidae (Plovers and Lapwings),0,,TC001884
sabjay,Cyanocorax sanblasianus,San Blas Jay,"Jay, San Blas",EBIRD,2017.02,18795,,sabjay,species,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",0,,TC007678
auspas1,Rostratula australis,Australian Painted-Snipe,"Snipe, Australian Painted-",EBIRD,2017.02,3939.6,,auspas1,species,Charadriiformes,Rostratulidae (Painted-Snipes),0,,TC002168
belgul,Larus belcheri,Belcher's Gull,"Gull, Belcher's",EBIRD,2017.02,4307,,belgul,species,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",0,,TC002205
y00615,Stercorarius sp.,jaeger/skua sp.,jaeger/skua sp.,EBIRD,2017.02,4262.18,,y00615,spuh,Charadriiformes,Stercorariidae (Skuas and Jaegers),0,,TC002356
satpig1,Columba malherbii,Sao Tome Pigeon,"Pigeon, Sao Tome",EBIRD,2017.02,4720,,satpig1,species,Columbiformes,Columbidae (Pigeons and Doves),0,,TC002436
amedov1,Phapitreron amethystinus,Amethyst Brown-Dove,"Dove, Amethyst Brown-",EBIRD,2017.02,5234,,amedov1,species,Columbiformes,Columbidae (Pigeons and Doves),0,,TC002635
stelor1,Vini stepheni,Stephen's Lorikeet,"Lorikeet, Stephen's",EBIRD,2017.02,11587.776,,stelor1,species,Psittaciformes,Psittaculidae (Old World Parrots),0,,TC002822
sagthr,Oreoscoptes montanus,Sage Thrasher,"Thrasher, Sage",EBIRD,2017.02,26423,,sagthr,species,Passeriformes,Mimidae (Mockingbirds and Thrashers),0,,TC009998
sander,Calidris alba,Sanderling,Sanderling,EBIRD,2017.02,4059,,sander,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),0,,TC002044
wesros1,Platycercus icterotis,Western Rosella,"Rosella, Western",EBIRD,2017.02,11587.77556,,wesros1,species,Psittaciformes,Psittaculidae (Old World Parrots),0,,TC002885
slhpar1,Psittacula himalayana,Slaty-headed Parakeet,"Parakeet, Slaty-headed",EBIRD,2017.02,11587.53,,slhpar1,species,Psittaciformes,Psittaculidae (Old World Parrots),0,,TC002941
savspa,Passerculus sandwichensis,Savannah Sparrow,"Sparrow, Savannah",EBIRD,2017.02,29984.32,,savspa,species,Passeriformes,Passerellidae (New World Buntings and Sparrows),0,,TC011233
rofpar4,Pyrrhura roseifrons roseifrons,Rose-fronted Parakeet (Rose-fronted),"Parakeet, Rose-fronted (Rose-fronted)",EBIRD,2017.02,11591.09,rofpar3,rofpar3,issf,Psittaciformes,Psittacidae (New World and African Parrots),0,,TC003011
scoori,Icterus parisorum,Scott's Oriole,"Oriole, Scott's",EBIRD,2017.02,30338.103,,scoori,species,Passeriformes,Icteridae (Troupials and Allies),0,,TC011573
scrjay,Aphelocoma sp.,Aphelocoma sp.,Aphelocoma sp.,EBIRD,2017.02,18875,,scrjay,spuh,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",0,,TC007709
selasp,Selasphorus sp.,Selasphorus sp.,Selasphorus sp.,EBIRD,2017.02,8948,,selasp,spuh,Caprimulgiformes,Trochilidae (Hummingbirds),0,,TC004158
shearw,Procellariidae sp. (shearwater sp.),shearwater sp.,shearwater sp.,EBIRD,2017.02,1855,,shearw,spuh,Procellariiformes,Procellariidae (Shearwaters and Petrels),0,,TC000888
shtsan,Calidris acuminata,Sharp-tailed Sandpiper,"Sandpiper, Sharp-tailed",EBIRD,2017.02,4052,,shtsan,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),0,,TC002060
shyalb,Thalassarche cauta/salvini/eremita,White-capped/Salvin's/Chatham Albatross,"Albatross, White-capped/Salvin's/Chatham",EBIRD,2017.02,1691,,shyalb,slash,Procellariiformes,Diomedeidae (Albatrosses),0,,TC000747
slbcur,Numenius tenuirostris,Slender-billed Curlew,"Curlew, Slender-billed",EBIRD,2017.02,4007,,slbcur,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),0,,TC002025
sltred,Myioborus miniatus,Slate-throated Redstart,"Redstart, Slate-throated",EBIRD,2017.02,28104,,sltred,species,Passeriformes,Parulidae (New World Warblers),0,,TC010598
smbani,Crotophaga ani,Smooth-billed Ani,"Ani, Smooth-billed",EBIRD,2017.02,6599,,smbani,species,Cuculiformes,Cuculidae (Cuckoos),0,,TC003365
snoegr,Egretta thula,Snowy Egret,"Egret, Snowy",EBIRD,2017.02,2169,,snoegr,species,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",0,,TC001110
snoplo,Charadrius alexandrinus/nivosus,Kentish/Snowy Plover,"Plover, Kentish/Snowy",EBIRD,2017.02,3890,,snoplo,slash,Charadriiformes,Charadriidae (Plovers and Lapwings),0,,TC001918
sonspa,Melospiza melodia,Song Sparrow,"Sparrow, Song",EBIRD,2017.02,29984.39,,sonspa,species,Passeriformes,Passerellidae (New World Buntings and Sparrows),0,,TC011267
gretho1,Discosura conversii,Green Thorntail,"Thorntail, Green",EBIRD,2017.02,8586,,gretho1,species,Caprimulgiformes,Trochilidae (Hummingbirds),0,,TC003983
korspa1,Passer cordofanicus,Kordofan Rufous Sparrow,"Sparrow, Kordofan Rufous",EBIRD,2017.02,31382,,korspa1,species,Passeriformes,Passeridae (Old World Sparrows),0,,TC011893
vilwea5,Ploceus cucullatus spilonotus,Village Weaver (Spot-backed),"Weaver, Village (Spot-backed)",EBIRD,2017.02,31598,vilwea1,vilwea1,issf,Passeriformes,Ploceidae (Weavers and Allies),0,,TC011984
sora,Porzana carolina,Sora,Sora,EBIRD,2017.02,3495,,sora,species,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",0,,TC001766
bawman2,Spermestes bicolor bicolor/poensis,Black-and-white Mannikin (Black-and-white),"Mannikin, Black-and-white (Black-and-white)",EBIRD,2017.02,32031,bawman1,bawman1,issf,Passeriformes,Estrildidae (Waxbills and Allies),0,,TC012152
grhpip1,Piprites griseiceps,Gray-headed Piprites,"Piprites, Gray-headed",EBIRD,2017.02,15346,,grhpip1,species,Passeriformes,Pipridae (Manakins),0,,TC006579
cinbec2,Pachyramphus rufus,Cinereous Becard,"Becard, Cinereous",EBIRD,2017.02,15422,,cinbec2,species,Passeriformes,Tityridae (Tityras and Allies),0,,TC006606
vogbow2,Amblyornis inornata,Vogelkop Bowerbird,"Bowerbird, Vogelkop",EBIRD,2017.02,15512,,vogbow2,species,Passeriformes,Ptilonorhynchidae (Bowerbirds),0,,TC006630
whsfai1,Malurus alboscapulatus,White-shouldered Fairywren,"Fairywren, White-shouldered",EBIRD,2017.02,15635,,whsfai1,species,Passeriformes,Maluridae (Fairywrens),0,,TC006656
spbori,Icterus pectoralis,Spot-breasted Oriole,"Oriole, Spot-breasted",EBIRD,2017.02,30338.091,,spbori,species,Passeriformes,Icteridae (Troupials and Allies),0,,TC011563
spizel,Spizelloides/Spizella sp.,American Tree Sparrow/Spizella sp.,"Sparrow/Spizella, American Tree sp.",EBIRD,2017.02,29735.2,,spizel,spuh,Passeriformes,Passerellidae (New World Buntings and Sparrows),0,,TC011222
spodov,Streptopelia chinensis,Spotted Dove,"Dove, Spotted",EBIRD,2017.02,4860,,spodov,species,Columbiformes,Columbidae (Pigeons and Doves),0,,TC002494
spoowl,Strix occidentalis,Spotted Owl,"Owl, Spotted",EBIRD,2017.02,7521,,spoowl,species,Strigiformes,Strigidae (Owls),0,,TC003564
spotow,Pipilo maculatus,Spotted Towhee,"Towhee, Spotted",EBIRD,2017.02,29984.69,,spotow,species,Passeriformes,Passerellidae (New World Buntings and Sparrows),0,,TC011169
sprpip,Anthus spragueii,Sprague's Pipit,"Pipit, Sprague's",EBIRD,2017.02,27675,,sprpip,species,Passeriformes,Motacillidae (Wagtails and Pipits),0,,TC010419
stisan,Calidris himantopus,Stilt Sandpiper,"Sandpiper, Stilt",EBIRD,2017.02,4053,,stisan,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),0,,TC002073
subfly,Myiodynastes luteiventris,Sulphur-bellied Flycatcher,"Flycatcher, Sulphur-bellied",EBIRD,2017.02,15024,,subfly,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC006412
sulid,Sulidae sp.,sulid sp.,sulid sp.,EBIRD,2017.02,1967,,sulid,spuh,Suliformes,Sulidae (Boobies and Gannets),0,,TC000988
cibflo1,Diglossa baritula,Cinnamon-bellied Flowerpiercer,"Flowerpiercer, Cinnamon-bellied",EBIRD,2017.02,28867,,cibflo1,species,Passeriformes,Thraupidae (Tanagers and Allies),0,,TC011058
surfbi,Calidris virgata,Surfbird,Surfbird,EBIRD,2017.02,4035.2,,surfbi,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),0,,TC002041
sursco,Melanitta perspicillata,Surf Scoter,"Scoter, Surf",EBIRD,2017.02,530,,sursco,species,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",0,,TC000313
swaspa,Melospiza georgiana,Swamp Sparrow,"Sparrow, Swamp",EBIRD,2017.02,29984.5,,swaspa,species,Passeriformes,Passerellidae (New World Buntings and Sparrows),0,,TC011269
swathr,Catharus ustulatus,Swainson's Thrush,"Thrush, Swainson's",EBIRD,2017.02,24602,,swathr,species,Passeriformes,Turdidae (Thrushes and Allies),0,,TC009443
swtkit,Elanoides forficatus,Swallow-tailed Kite,"Kite, Swallow-tailed",EBIRD,2017.02,2431,,swtkit,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",0,,TC001232
teal,Anas sp. (teal sp.),teal sp.,teal sp.,EBIRD,2017.02,486,,teal,spuh,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",0,,TC000275
thbmur,Uria lomvia,Thick-billed Murre,"Murre, Thick-billed",EBIRD,2017.02,4262.27,,thbmur,species,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",0,,TC002359
towwar,Setophaga townsendi,Townsend's Warbler,"Warbler, Townsend's",EBIRD,2017.02,27971,,towwar,species,Passeriformes,Parulidae (New World Warblers),0,,TC010525
tribla,Agelaius tricolor,Tricolored Blackbird,"Blackbird, Tricolored",EBIRD,2017.02,30369,,tribla,species,Passeriformes,Icteridae (Troupials and Allies),0,,TC011458
trokin,Tyrannus melancholicus,Tropical Kingbird,"Kingbird, Tropical",EBIRD,2017.02,15038,,trokin,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC006420
trspet,Oceanodroma tristrami,Tristram's Storm-Petrel,"Petrel, Tristram's Storm-",EBIRD,2017.02,1909,,trspet,species,Procellariiformes,Hydrobatidae (Storm-Petrels),0,,TC000924
tunswa,Cygnus columbianus,Tundra Swan,"Swan, Tundra",EBIRD,2017.02,302,,tunswa,species,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",0,,TC000143
verfly,Pyrocephalus rubinus,Vermilion Flycatcher,"Flycatcher, Vermilion",EBIRD,2017.02,14637,,verfly,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),0,,TC006255
virrai,Rallus limicola,Virginia Rail,"Rail, Virginia",EBIRD,2017.02,3401,,virrai,species,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",0,,TC001723
tromoc1,Mimus gilvus [gilvus Group],Tropical Mockingbird (Tropical),"Mockingbird, Tropical (Tropical)",EBIRD,2017.02,26453,tromoc,tromoc,issf,Passeriformes,Mimidae (Mockingbirds and Thrashers),0,,TC009984
capgls1,Lamprotornis nitens,Cape Starling,"Starling, Cape",EBIRD,2017.02,26739,,capgls1,species,Passeriformes,Sturnidae (Starlings),0,,TC010096
warble,Parulidae sp.,warbler sp. (Parulidae sp.),warbler sp. (Parulidae sp.),EBIRD,2017.02,28149,,warble,spuh,Passeriformes,Parulidae (New World Warblers),0,,TC010650
bewpar1,Dendrortyx barbatus,Bearded Wood-Partridge,"Partridge, Bearded Wood-",EBIRD,2017.02,769,,bewpar1,species,Galliformes,Odontophoridae (New World Quail),0,,TC000438
